accepted_symbol,synonym_symbol,scientific_name,county,common_name,genus,family,family_common_name,order,subclass,class,division,growth_habit,active_growth_period,fall_conspicuous,foliage_color,foliage_texture,fruit_conspicuous,growth_form,base_age_height,mature_height,leaf_retention,lifespan,shape_orientation,toxicity,coarse_soil,medium_soil,fine_soil,drought_tolerance,moisture_use,minimum_precipitation,maximum_precipitation,minimum_root_depth,shade_tolerance,bloom_period,fruit_seed_abundance,fruit_nut_period_begin,fruit_nut_period_end,fruit_seed_persistence,berry_nut_seed_product,fodder_product,palatable_human
MAPU,,Malus pumila,"AR(Ashley, Benton, Boone, Bradley, Johnson, St. Francis, Washington, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MEAZ,,Melia azedarach,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleburne, Columbia, Conway, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Garland, Grant, Greene, Hempstead, Howard, Jefferson, Johnson, Lee, Lincoln, Little River, Lonoke, Miller, Mississippi, Ouachita, Phillips, Pope, Pulaski, Scott, St. Francis, Stone, Union, White, Yell)",Chinaberrytree,Melia,Meliaceae,Mahogany family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",Year Round,No,Green,Fine,Yes,Single Stem,50,50,Yes,Moderate,Irregular,Slight,Yes,Yes,Yes,High,Low,20,60,60,Intolerant,Indeterminate,High,Year Round,Year Round,No,No,No,No
MOCA7,,Morella caroliniensis,"AR(Ashley, Bradley, Calhoun, Clark, Cleveland, Columbia, Dallas, Hempstead, Hot Spring, Jefferson, Ouachita, Saline, Union)",southern bayberry,Morella,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",Spring,No,Dark Green,Medium,Yes,Multiple Stem,7,7,Yes,Long,Erect,None,Yes,Yes,Yes,Low,Medium,44,60,12,Tolerant,Spring,Medium,Summer,Fall,Yes,No,No,No
MOCE2,,Morella cerifera,"AR(Ashley, Bradley, Calhoun, Clark, Columbia, Dallas, Drew, Garland, Grant, Hempstead, Hot Spring, Howard, Lafayette, Little River, Miller, Nevada, Ouachita, Pike, Polk, Saline, Union)",wax myrtle,Morella,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Subshrub, Shrub",Spring and Summer,No,Green,Coarse,Yes,Rhizomatous,10,10,Yes,Long,Erect,None,Yes,Yes,Yes,Medium,High,34,60,20,Intolerant,Spring,High,Summer,Fall,Yes,No,No,No
MOAL,,Morus alba,"AR(Ashley, Baxter, Benton, Boone, Bradley, Cleburne, Crittenden, Faulkner, Franklin, Garland, Independence, Izard, Jefferson, Lonoke, Newton, Perry, Pope, Prairie, Pulaski, Randolph, Searcy, St. Francis, Stone, Washington)",white mulberry,Morus,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,Yes,Single Stem,30,50,No,Moderate,Rounded,None,Yes,Yes,Yes,Medium,Low,30,60,24,Intermediate,Early Spring,High,Spring,Summer,No,Yes,No,No
MORU2,,Morus rubra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",red mulberry,Morus,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Medium,Yes,Single Stem,45,70,No,Moderate,Rounded,None,Yes,Yes,Yes,Medium,Medium,35,60,24,Tolerant,Early Spring,High,Spring,Summer,No,Yes,No,Yes
MORUR,,Morus rubra var. rubra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",red mulberry,Morus,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAQ2,,Nyssa aquatica,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Columbia, Conway, Craighead, Crittenden, Cross, Desha, Drew, Faulkner, Greene, Hempstead, Independence, Jackson, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Phillips, Poinsett, Pope, Prairie, Pulaski, Randolph, Saline, St. Francis, Union, White, Woodruff, Yell)",water tupelo,Nyssa,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,30,100,No,Long,Erect,None,Yes,Yes,Yes,None,High,40,60,28,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
NYBI,,Nyssa biflora,"AR(Bradley, Nevada, Pulaski, Union)",swamp tupelo,Nyssa,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,36,115,No,Moderate,Erect,None,No,Yes,Yes,None,High,40,60,34,Intolerant,Late Spring,Medium,Summer,Fall,No,No,No,No
NYSY,,Nyssa sylvatica,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",blackgum,Nyssa,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,30,95,No,Moderate,Erect,None,Yes,Yes,No,Low,Medium,40,60,30,Tolerant,Late Spring,Medium,Summer,Fall,No,No,No,No
OSVI,,Ostrya virginiana,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",hophornbeam,Ostrya,Betulaceae,Birch family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,No,Single Stem,20,45,No,Short,Erect,None,Yes,Yes,Yes,Medium,Low,18,60,16,Tolerant,Mid Spring,Low,Summer,Summer,No,No,No,No
PATO2,,Paulownia tomentosa,"AR(Arkansas, Ashley, Boone, Bradley, Clark, Cleburne, Cleveland, Craighead, Crawford, Drew, Franklin, Garland, Hempstead, Hot Spring, Howard, Izard, Jefferson, Johnson, Lee, Ouachita, Phillips, Poinsett, Pope, Prairie, Pulaski, Saline, St. Francis, Union, Washington, Yell)",princesstree,Paulownia,Scrophulariaceae,Figwort family,Scrophulariales,Asteridae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,Yes,Single Crown,60,70,No,Moderate,Irregular,None,Yes,Yes,No,Medium,Medium,30,55,36,Intolerant,Mid Spring,Low,Summer,Fall,Yes,No,No,No
PEBO,,Persea borbonia,AR(Miller),redbay,Persea,Lauraceae,Laurel family,Laurales,Magnoliidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Dark Green,Medium,Yes,Single Stem,50,70,Yes,Moderate,Erect,None,No,Yes,Yes,Low,High,40,80,24,Tolerant,Late Spring,Medium,Summer,Fall,Yes,No,No,Yes
PIEC2,,Pinus echinata,"AR(Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lincoln, Little River, Logan, Madison, Marion, Miller, Montgomery, Nevada, Newton, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",shortleaf pine,Pinus,Pinaceae,Pine family,Pinales,,Pinopsida,Coniferophyta,Tree,Spring and Summer,No,Green,Medium,No,Single Stem,60,100,Yes,Moderate,Conical,None,Yes,Yes,Yes,Medium,Medium,34,65,24,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
PIST,,Pinus strobus,AR(Montgomery),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PITA,,Pinus taeda,"AR(Arkansas, Ashley, Bradley, Calhoun, Clark, Cleveland, Columbia, Dallas, Drew, Faulkner, Garland, Grant, Hempstead, Hot Spring, Jefferson, Lafayette, Lincoln, Little River, Lonoke, Miller, Monroe, Montgomery, Nevada, Ouachita, Pike, Pulaski, Saline, Sevier, Union)",loblolly pine,Pinus,Pinaceae,Pine family,Pinales,,Pinopsida,Coniferophyta,Tree,Spring and Summer,No,Green,Medium,No,Single Stem,50,100,Yes,Moderate,Rounded,None,Yes,Yes,Yes,Low,High,35,65,35,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
PLAQ,,Planera aquatica,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Garland, Grant, Greene, Hempstead, Howard, Jefferson, Lafayette, Lee, Lincoln, Little River, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Phillips, Pike, Poinsett, Pope, Pulaski, Randolph, Sevier, St. Francis, Union, Yell)",planertree,Planera,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Coarse,No,Single Stem,40,50,No,Long,Erect,None,No,Yes,Yes,Low,Medium,35,55,18,Tolerant,Early Spring,Low,Spring,Spring,No,No,No,No
PLOC,,Platanus occidentalis,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",American sycamore,Platanus,Platanaceae,Plane-tree family,Hamamelidales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,Yes,Single Stem,65,100,No,Long,Erect,None,Yes,Yes,No,Low,High,30,80,30,Intermediate,Spring,Medium,Summer,Fall,Yes,No,No,No
POTR4,,Poncirus trifoliata,"AR(Arkansas, Ashley, Bradley, Cleveland, Dallas, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Jefferson, Lawrence, Lee, Lonoke, Miller, Ouachita, Perry, Pike, Pope, Pulaski, Sevier, Stone, Union, Van Buren, Washington)",hardy orange,Poncirus,Rutaceae,Rue family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POAL7,,Populus alba,"AR(Arkansas, Ashley, Benton, Clark, Clay, Columbia, Drew, Faulkner, Franklin, Garland, Greene, Hot Spring, Izard, Jefferson, Lafayette, Logan, Miller, Monroe, Newton, Ouachita, Pope, Pulaski, Saline, Searcy, St. Francis, Stone, Union, Washington)",white poplar,Populus,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Coarse,Yes,Single Stem,80,100,No,Moderate,Erect,None,Yes,Yes,Yes,Medium,High,24,55,24,Intolerant,Early Spring,Medium,Spring,Spring,No,No,No,No
PODE3,,Populus deltoides,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",eastern cottonwood,Populus,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,No,Green,Medium,Yes,Single Stem,80,190,No,Short,Erect,None,Yes,Yes,Yes,Medium,High,18,55,24,Intolerant,Spring,High,Spring,Spring,No,No,No,No
PODED,,Populus deltoides ssp. deltoides,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",eastern cottonwood,Populus,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHE4,,Populus heterophylla,"AR(Ashley, Bradley, Chicot, Clay, Cleveland, Craighead, Desha, Drew, Greene, Jackson, Jefferson, Lee, Monroe, Phillips, Poinsett, Prairie, Pulaski, St. Francis, Woodruff)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PRAM,,Prunus americana,"AR(Baxter, Benton, Boone, Carroll, Clark, Conway, Craighead, Crawford, Faulkner, Franklin, Fulton, Garland, Hempstead, Independence, Izard, Jackson, Jefferson, Johnson, Lincoln, Logan, Madison, Marion, Montgomery, Newton, Perry, Pope, Prairie, Pulaski, Saline, Scott, Searcy, Stone, Van Buren, Washington, White)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PRAN3,,Prunus angustifolia,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lee, Little River, Logan, Madison, Marion, Miller, Nevada, Newton, Ouachita, Perry, Phillips, Poinsett, Polk, Pope, Prairie, Pulaski, Saline, Scott, Searcy, Sevier, St. Francis, Stone, Union, Van Buren, Washington)",Chickasaw plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,Yes,Multiple Stem,10,10,No,Long,Semi-Erect,Slight,Yes,Yes,No,None,Low,25,45,24,Intolerant,Early Spring,Medium,Summer,Summer,No,No,No,Yes
PRANA,,Prunus angustifolia var. angustifolia,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lee, Little River, Logan, Madison, Marion, Miller, Nevada, Newton, Ouachita, Perry, Phillips, Poinsett, Polk, Pope, Prairie, Pulaski, Saline, Scott, Searcy, Sevier, St. Francis, Stone, Union, Van Buren, Washington)",Chickasaw plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRHO,,Prunus hortulana,"AR(Baxter, Benton, Carroll, Fulton, Poinsett, Polk, Washington)",hortulan plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRMA,,Prunus mahaleb,"AR(Carroll, Logan, Washington)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PRME,,Prunus mexicana,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Cross, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Izard, Jefferson, Johnson, Lawrence, Lee, Little River, Logan, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Mexican plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRMU,,Prunus munsoniana,"AR(Benton, Boone, Bradley, Calhoun, Carroll, Drew, Franklin, Garland, Hempstead, Madison, Miller, Nevada, Pulaski, Washington)",wild goose plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRPE3,,Prunus persica,"AR(Ashley, Benton, Boone, Bradley, Clark, Crawford, Crittenden, Dallas, Drew, Faulkner, Franklin, Garland, Hempstead, Howard, Jefferson, Johnson, Lee, Lincoln, Logan, Madison, Marion, Miller, Newton, Phillips, Poinsett, Pope, Pulaski, Scott, St. Francis, Stone, Union, Washington, Yell)",peach,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRPEP2,,Prunus persica var. persica,"AR(Ashley, Benton, Boone, Bradley, Clark, Crawford, Crittenden, Dallas, Drew, Faulkner, Franklin, Garland, Hempstead, Howard, Jefferson, Johnson, Lee, Lincoln, Logan, Madison, Marion, Miller, Newton, Phillips, Poinsett, Pope, Pulaski, Scott, St. Francis, Stone, Union, Washington, Yell)",peach,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSE2,,Prunus serotina,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black cherry,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Green,Medium,Yes,Multiple Stem,40,80,No,Moderate,Erect,Severe,Yes,Yes,No,Medium,Medium,21,50,36,Intolerant,Late Spring,High,Summer,Summer,No,No,No,Yes
PRSES,,Prunus serotina var. serotina,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black cherry,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUM,,Prunus umbellata,"AR(Ashley, Bradley, Calhoun, Clark, Columbia, Dallas, Faulkner, Hempstead, Hot Spring, Jefferson, Lafayette, Little River, Miller, Nevada, Ouachita, Perry, Pike, Polk, Saline, Union)",hog plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUMU,,Prunus umbellata var. umbellata,"AR(Ashley, Bradley, Calhoun, Clark, Columbia, Dallas, Faulkner, Hempstead, Hot Spring, Jefferson, Lafayette, Little River, Miller, Nevada, Ouachita, Perry, Pike, Polk, Saline, Union)",hog plum,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVI,,Prunus virginiana,"AR(Benton, Boone)",chokecherry,Prunus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,Yes,Multiple Stem,15,25,No,Short,Erect,Severe,Yes,Yes,Yes,Medium,Medium,13,65,20,Intolerant,Mid Spring,High,Summer,Summer,Yes,No,No,Yes
PRVIV,,Prunus virginiana var. virginiana,"AR(Benton, Boone)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PTTR,,Ptelea trifoliata,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Cleburne, Conway, Crawford, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Johnson, Lawrence, Little River, Logan, Madison, Marion, Miller, Monroe, Montgomery, Newton, Perry, Pike, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sevier, Sharp, Stone, Van Buren, Washington, White, Yell)",common hoptree,Ptelea,Rutaceae,Rue family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,No,Single Stem,20,25,Yes,Long,Erect,None,Yes,Yes,No,Low,High,30,50,30,Intermediate,Early Summer,High,Summer,Summer,No,No,No,No
PYCA80,,Pyrus calleryana,"AR(Ashley, Bradley, Drew)",Callery pear,Pyrus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,30,50,No,Long,Erect,Severe,Yes,Yes,Yes,Low,Medium,35,55,30,Intolerant,Early Spring,Medium,Spring,Summer,No,No,No,No
PYCO,,Pyrus communis,"AR(Arkansas, Carroll, Clark, Dallas, Drew, Faulkner, Franklin, Fulton, Izard, Jefferson, Johnson, Logan, Phillips, Pope, Pulaski, Stone, Union, Washington)",common pear,Pyrus,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,40,50,No,Short,Erect,None,No,Yes,Yes,Low,Medium,35,55,30,Intolerant,Early Spring,Medium,Summer,Summer,No,Yes,No,Yes
